,Proportion.removed,remain.mean,remain.sd,remain.se,weighted,consider_cascade,network
349,0.45,0.398028169,0.022504069,0.002250407,unweighted,Yes,control_spearman
350,0.5,0.350915493,0.023363053,0.002336305,unweighted,Yes,control_spearman
351,0.55,0.301795775,0.021510336,0.002151034,unweighted,Yes,control_spearman
352,0.6,0.254084507,0.022104288,0.002210429,unweighted,Yes,control_spearman
353,0.65,0.202676056,0.021340973,0.002134097,unweighted,Yes,control_spearman
354,0.7,0.161161972,0.021114042,0.002111404,unweighted,Yes,control_spearman
355,0.75,0.119471831,0.020299983,0.002029998,unweighted,Yes,control_spearman
356,0.8,0.083485915,0.017625505,0.00176255,unweighted,Yes,control_spearman
357,0.85,0.051690141,0.01607658,0.001607658,unweighted,Yes,control_spearman
358,0.9,0.024119718,0.012221901,0.00122219,unweighted,Yes,control_spearman
359,0.95,0.005492958,0.006095073,0.000609507,unweighted,Yes,control_spearman
360,1,0,0,0,unweighted,Yes,control_spearman
361,0.05,0.876161972,0.008683643,0.000868364,weighted,No,control_spearman
362,0.1,0.814577465,0.013988326,0.001398833,weighted,No,control_spearman
363,0.15,0.750704225,0.016061928,0.001606193,weighted,No,control_spearman
364,0.2,0.688943662,0.017156893,0.001715689,weighted,No,control_spearman
365,0.25,0.626408451,0.019776528,0.001977653,weighted,No,control_spearman
366,0.3,0.569788732,0.020002449,0.002000245,weighted,No,control_spearman
367,0.35,0.511091549,0.020950413,0.002095041,weighted,No,control_spearman
368,0.4,0.449964789,0.021293828,0.002129383,weighted,No,control_spearman
369,0.45,0.399577465,0.023337631,0.002333763,weighted,No,control_spearman
370,0.5,0.350105634,0.024600869,0.002460087,weighted,No,control_spearman
371,0.55,0.300422535,0.021402853,0.002140285,weighted,No,control_spearman
372,0.6,0.246443662,0.024325653,0.002432565,weighted,No,control_spearman
373,0.65,0.199929577,0.022171381,0.002217138,weighted,No,control_spearman
374,0.7,0.159859155,0.023970427,0.002397043,weighted,No,control_spearman
375,0.75,0.117288732,0.021207787,0.002120779,weighted,No,control_spearman
376,0.8,0.084401408,0.01644301,0.001644301,weighted,No,control_spearman
377,0.85,0.049471831,0.013580901,0.00135809,weighted,No,control_spearman
378,0.9,0.024330986,0.009998094,0.000999809,weighted,No,control_spearman
379,0.95,0.006056338,0.006212297,0.00062123,weighted,No,control_spearman
380,1,0,0,0,weighted,No,control_spearman
381,0.05,0.877007042,0.0103327,0.00103327,unweighted,No,control_spearman
382,0.1,0.815809859,0.012756567,0.001275657,unweighted,No,control_spearman
383,0.15,0.750140845,0.014921428,0.001492143,unweighted,No,control_spearman
384,0.2,0.689507042,0.019725041,0.001972504,unweighted,No,control_spearman
385,0.25,0.628697183,0.020709924,0.002070992,unweighted,No,control_spearman
386,0.3,0.572852113,0.020862475,0.002086248,unweighted,No,control_spearman
387,0.35,0.518450704,0.023560022,0.002356002,unweighted,No,control_spearman
388,0.4,0.455528169,0.024057285,0.002405729,unweighted,No,control_spearman
389,0.45,0.401760563,0.024196629,0.002419663,unweighted,No,control_spearman
390,0.5,0.35278169,0.022812346,0.002281235,unweighted,No,control_spearman
391,0.55,0.301091549,0.022473858,0.002247386,unweighted,No,control_spearman
392,0.6,0.252922535,0.020972399,0.00209724,unweighted,No,control_spearman
393,0.65,0.201197183,0.021918237,0.002191824,unweighted,No,control_spearman
394,0.7,0.160528169,0.020580838,0.002058084,unweighted,No,control_spearman
395,0.75,0.120950704,0.019327358,0.001932736,unweighted,No,control_spearman
396,0.8,0.084401408,0.018688796,0.00186888,unweighted,No,control_spearman
397,0.85,0.054190141,0.018009279,0.001800928,unweighted,No,control_spearman
398,0.9,0.023415493,0.010991867,0.001099187,unweighted,No,control_spearman
399,0.95,0.006795775,0.006031768,0.000603177,unweighted,No,control_spearman
400,1,0,0,0,unweighted,No,control_spearman
401,0.05,0.9314,0.009737981,0.000973798,weighted,Yes,control_spearman_idirect
402,0.1,0.8616,0.011455668,0.001145567,weighted,Yes,control_spearman_idirect
403,0.15,0.79412,0.017856487,0.001785649,weighted,Yes,control_spearman_idirect
404,0.2,0.73048,0.018455778,0.001845578,weighted,Yes,control_spearman_idirect
405,0.25,0.66712,0.019006262,0.001900626,weighted,Yes,control_spearman_idirect
406,0.3,0.60228,0.021553823,0.002155382,weighted,Yes,control_spearman_idirect
407,0.35,0.54036,0.022535055,0.002253505,weighted,Yes,control_spearman_idirect
408,0.4,0.48448,0.023594418,0.002359442,weighted,Yes,control_spearman_idirect
409,0.45,0.42756,0.024059824,0.002405982,weighted,Yes,control_spearman_idirect
410,0.5,0.36332,0.024697311,0.002469731,weighted,Yes,control_spearman_idirect
411,0.55,0.31092,0.025008152,0.002500815,weighted,Yes,control_spearman_idirect
412,0.6,0.26356,0.023516304,0.00235163,weighted,Yes,control_spearman_idirect
413,0.65,0.208,0.0225272,0.00225272,weighted,Yes,control_spearman_idirect
414,0.7,0.16576,0.020572179,0.002057218,weighted,Yes,control_spearman_idirect
415,0.75,0.12196,0.021008858,0.002100886,weighted,Yes,control_spearman_idirect
416,0.8,0.08472,0.019391803,0.00193918,weighted,Yes,control_spearman_idirect
417,0.85,0.05056,0.01679365,0.001679365,weighted,Yes,control_spearman_idirect
418,0.9,0.0276,0.011075498,0.00110755,weighted,Yes,control_spearman_idirect
419,0.95,0.0056,0.006750982,0.000675098,weighted,Yes,control_spearman_idirect
420,1,0,0,0,weighted,Yes,control_spearman_idirect
421,0.05,0.93272,0.009103313,0.000910331,unweighted,Yes,control_spearman_idirect
422,0.1,0.86216,0.013338423,0.001333842,unweighted,Yes,control_spearman_idirect
423,0.15,0.79608,0.016487326,0.001648733,unweighted,Yes,control_spearman_idirect
424,0.2,0.7304,0.017661234,0.001766123,unweighted,Yes,control_spearman_idirect
425,0.25,0.67084,0.018381326,0.001838133,unweighted,Yes,control_spearman_idirect
426,0.3,0.60412,0.019450678,0.001945068,unweighted,Yes,control_spearman_idirect
427,0.35,0.5402,0.021808163,0.002180816,unweighted,Yes,control_spearman_idirect
428,0.4,0.48316,0.022650939,0.002265094,unweighted,Yes,control_spearman_idirect
429,0.45,0.42216,0.022566051,0.002256605,unweighted,Yes,control_spearman_idirect
430,0.5,0.36652,0.025707948,0.002570795,unweighted,Yes,control_spearman_idirect
431,0.55,0.30828,0.020953089,0.002095309,unweighted,Yes,control_spearman_idirect
432,0.6,0.26052,0.022937103,0.00229371,unweighted,Yes,control_spearman_idirect
433,0.65,0.21056,0.025637851,0.002563785,unweighted,Yes,control_spearman_idirect
434,0.7,0.16144,0.022096355,0.002209635,unweighted,Yes,control_spearman_idirect
435,0.75,0.12324,0.021810534,0.002181053,unweighted,Yes,control_spearman_idirect
436,0.8,0.08352,0.018651769,0.001865177,unweighted,Yes,control_spearman_idirect
437,0.85,0.04932,0.017113336,0.001711334,unweighted,Yes,control_spearman_idirect
438,0.9,0.02452,0.011715896,0.00117159,unweighted,Yes,control_spearman_idirect
439,0.95,0.00616,0.005892505,0.000589251,unweighted,Yes,control_spearman_idirect
440,1,0,0,0,unweighted,Yes,control_spearman_idirect
441,0.05,0.93444,0.00944342,0.000944342,weighted,No,control_spearman_idirect
442,0.1,0.86492,0.012774406,0.001277441,weighted,No,control_spearman_idirect
443,0.15,0.79776,0.014829073,0.001482907,weighted,No,control_spearman_idirect
444,0.2,0.72972,0.020094765,0.002009477,weighted,No,control_spearman_idirect
445,0.25,0.667,0.02027986,0.002027986,weighted,No,control_spearman_idirect
446,0.3,0.605,0.020263915,0.002026392,weighted,No,control_spearman_idirect
447,0.35,0.54136,0.020555675,0.002055567,weighted,No,control_spearman_idirect
448,0.4,0.48372,0.021954995,0.0021955,weighted,No,control_spearman_idirect
449,0.45,0.4238,0.025230253,0.002523025,weighted,No,control_spearman_idirect
450,0.5,0.3698,0.022226565,0.002222657,weighted,No,control_spearman_idirect
451,0.55,0.31068,0.02280567,0.002280567,weighted,No,control_spearman_idirect
452,0.6,0.26552,0.025582696,0.00255827,weighted,No,control_spearman_idirect
453,0.65,0.21,0.025237458,0.002523746,weighted,No,control_spearman_idirect
454,0.7,0.16356,0.022690861,0.002269086,weighted,No,control_spearman_idirect
455,0.75,0.11996,0.024057137,0.002405714,weighted,No,control_spearman_idirect
456,0.8,0.08636,0.019297522,0.001929752,weighted,No,control_spearman_idirect
457,0.85,0.0526,0.016763356,0.001676336,weighted,No,control_spearman_idirect
458,0.9,0.02588,0.011809327,0.001180933,weighted,No,control_spearman_idirect
459,0.95,0.00556,0.00612054,0.000612054,weighted,No,control_spearman_idirect
460,1,0,0,0,weighted,No,control_spearman_idirect
461,0.05,0.93432,0.009980668,0.000998067,unweighted,No,control_spearman_idirect
462,0.1,0.867,0.01500303,0.001500303,unweighted,No,control_spearman_idirect
463,0.15,0.79152,0.016982748,0.001698275,unweighted,No,control_spearman_idirect
464,0.2,0.7328,0.016300214,0.001630021,unweighted,No,control_spearman_idirect
465,0.25,0.66952,0.016709327,0.001670933,unweighted,No,control_spearman_idirect
466,0.3,0.6046,0.0215172,0.00215172,unweighted,No,control_spearman_idirect
467,0.35,0.53796,0.021450399,0.00214504,unweighted,No,control_spearman_idirect
468,0.4,0.48052,0.024165457,0.002416546,unweighted,No,control_spearman_idirect
469,0.45,0.42292,0.024630473,0.002463047,unweighted,No,control_spearman_idirect
470,0.5,0.36956,0.022612377,0.002261238,unweighted,No,control_spearman_idirect
471,0.55,0.30944,0.025422618,0.002542262,unweighted,No,control_spearman_idirect
472,0.6,0.25928,0.025668469,0.002566847,unweighted,No,control_spearman_idirect
473,0.65,0.21052,0.023767595,0.00237676,unweighted,No,control_spearman_idirect
474,0.7,0.1628,0.022509257,0.002250926,unweighted,No,control_spearman_idirect
475,0.75,0.11868,0.020189446,0.002018945,unweighted,No,control_spearman_idirect
476,0.8,0.08444,0.018129902,0.00181299,unweighted,No,control_spearman_idirect
477,0.85,0.0496,0.014901698,0.00149017,unweighted,No,control_spearman_idirect
478,0.9,0.02472,0.011930845,0.001193084,unweighted,No,control_spearman_idirect
479,0.95,0.00624,0.006440277,0.000644028,unweighted,No,control_spearman_idirect
480,1,0,0,0,unweighted,No,control_spearman_idirect
481,0.05,0.929447674,0.01264664,0.001264664,weighted,Yes,control_pearson_idirect
482,0.1,0.862122093,0.017320338,0.001732034,weighted,Yes,control_pearson_idirect
483,0.15,0.789040698,0.018479135,0.001847914,weighted,Yes,control_pearson_idirect
484,0.2,0.727093023,0.02226682,0.002226682,weighted,Yes,control_pearson_idirect
485,0.25,0.657994186,0.023080348,0.002308035,weighted,Yes,control_pearson_idirect
486,0.3,0.592819767,0.024990558,0.002499056,weighted,Yes,control_pearson_idirect
487,0.35,0.538662791,0.02437585,0.002437585,weighted,Yes,control_pearson_idirect
488,0.4,0.467005814,0.024347382,0.002434738,weighted,Yes,control_pearson_idirect
489,0.45,0.412296512,0.024349766,0.002434977,weighted,Yes,control_pearson_idirect
490,0.5,0.356889535,0.026436575,0.002643657,weighted,Yes,control_pearson_idirect
491,0.55,0.304767442,0.026387661,0.002638766,weighted,Yes,control_pearson_idirect
492,0.6,0.261686047,0.024759704,0.00247597,weighted,Yes,control_pearson_idirect
493,0.65,0.204389535,0.023170117,0.002317012,weighted,Yes,control_pearson_idirect
494,0.7,0.161133721,0.020552336,0.002055234,weighted,Yes,control_pearson_idirect
495,0.75,0.115581395,0.016651295,0.00166513,weighted,Yes,control_pearson_idirect
496,0.8,0.084011628,0.01638975,0.001638975,weighted,Yes,control_pearson_idirect
497,0.85,0.054011628,0.015377724,0.001537772,weighted,Yes,control_pearson_idirect
498,0.9,0.023953488,0.009531116,0.000953112,weighted,Yes,control_pearson_idirect
499,0.95,0.005319767,0.005094943,0.000509494,weighted,Yes,control_pearson_idirect
500,1,0,0,0,weighted,Yes,control_pearson_idirect
501,0.05,0.929680233,0.013720396,0.00137204,unweighted,Yes,control_pearson_idirect
502,0.1,0.86252907,0.016205363,0.001620536,unweighted,Yes,control_pearson_idirect
503,0.15,0.793837209,0.018651207,0.001865121,unweighted,Yes,control_pearson_idirect
504,0.2,0.725203488,0.023323453,0.002332345,unweighted,Yes,control_pearson_idirect
505,0.25,0.661889535,0.021300585,0.002130058,unweighted,Yes,control_pearson_idirect
506,0.3,0.592877907,0.025748007,0.002574801,unweighted,Yes,control_pearson_idirect
507,0.35,0.532354651,0.025595989,0.002559599,unweighted,Yes,control_pearson_idirect
508,0.4,0.472180233,0.028932183,0.002893218,unweighted,Yes,control_pearson_idirect
509,0.45,0.413401163,0.026373344,0.002637334,unweighted,Yes,control_pearson_idirect
510,0.5,0.357877907,0.025392556,0.002539256,unweighted,Yes,control_pearson_idirect
511,0.55,0.300901163,0.025107237,0.002510724,unweighted,Yes,control_pearson_idirect
512,0.6,0.25880814,0.02359634,0.002359634,unweighted,Yes,control_pearson_idirect
513,0.65,0.204912791,0.018936503,0.00189365,unweighted,Yes,control_pearson_idirect
514,0.7,0.156889535,0.022225284,0.002222528,unweighted,Yes,control_pearson_idirect
515,0.75,0.120203488,0.020767674,0.002076767,unweighted,Yes,control_pearson_idirect
516,0.8,0.082151163,0.018182817,0.001818282,unweighted,Yes,control_pearson_idirect
517,0.85,0.052063953,0.016272645,0.001627265,unweighted,Yes,control_pearson_idirect
518,0.9,0.022994186,0.00893935,0.000893935,unweighted,Yes,control_pearson_idirect
519,0.95,0.005784884,0.005642513,0.000564251,unweighted,Yes,control_pearson_idirect
520,1,0,0,0,unweighted,Yes,control_pearson_idirect
521,0.05,0.930959302,0.010316055,0.001031605,weighted,No,control_pearson_idirect
522,0.1,0.861104651,0.016064031,0.001606403,weighted,No,control_pearson_idirect
523,0.15,0.792645349,0.018034027,0.001803403,weighted,No,control_pearson_idirect
524,0.2,0.723226744,0.02223235,0.002223235,weighted,No,control_pearson_idirect
525,0.25,0.661598837,0.025295557,0.002529556,weighted,No,control_pearson_idirect
526,0.3,0.595348837,0.026053264,0.002605326,weighted,No,control_pearson_idirect
527,0.35,0.533343023,0.026778554,0.002677855,weighted,No,control_pearson_idirect
528,0.4,0.468343023,0.024436688,0.002443669,weighted,No,control_pearson_idirect
529,0.45,0.414273256,0.026634855,0.002663486,weighted,No,control_pearson_idirect
530,0.5,0.35872093,0.025139531,0.002513953,weighted,No,control_pearson_idirect
531,0.55,0.304680233,0.025515961,0.002551596,weighted,No,control_pearson_idirect
532,0.6,0.246104651,0.026717171,0.002671717,weighted,No,control_pearson_idirect
533,0.65,0.205465116,0.022107546,0.002210755,weighted,No,control_pearson_idirect
534,0.7,0.160319767,0.02296913,0.002296913,weighted,No,control_pearson_idirect
535,0.75,0.119360465,0.019519493,0.001951949,weighted,No,control_pearson_idirect
536,0.8,0.082354651,0.015526185,0.001552619,weighted,No,control_pearson_idirect
537,0.85,0.051918605,0.012788695,0.00127887,weighted,No,control_pearson_idirect
538,0.9,0.023517442,0.010387957,0.001038796,weighted,No,control_pearson_idirect
539,0.95,0.00627907,0.005508167,0.000550817,weighted,No,control_pearson_idirect
540,1,0,0,0,weighted,No,control_pearson_idirect
541,0.05,0.929563953,0.012297598,0.00122976,unweighted,No,control_pearson_idirect
542,0.1,0.862034884,0.0188186,0.00188186,unweighted,No,control_pearson_idirect
543,0.15,0.789476744,0.021330559,0.002133056,unweighted,No,control_pearson_idirect
544,0.2,0.720843023,0.022700285,0.002270029,unweighted,No,control_pearson_idirect
545,0.25,0.660639535,0.021094917,0.002109492,unweighted,No,control_pearson_idirect
546,0.3,0.597965116,0.025801409,0.002580141,unweighted,No,control_pearson_idirect
547,0.35,0.532587209,0.024733196,0.00247332,unweighted,No,control_pearson_idirect
548,0.4,0.473837209,0.024527705,0.00245277,unweighted,No,control_pearson_idirect
549,0.45,0.41377907,0.023628026,0.002362803,unweighted,No,control_pearson_idirect
550,0.5,0.359476744,0.027526017,0.002752602,unweighted,No,control_pearson_idirect
551,0.55,0.300930233,0.022515374,0.002251537,unweighted,No,control_pearson_idirect
552,0.6,0.253546512,0.023073709,0.002307371,unweighted,No,control_pearson_idirect
553,0.65,0.204680233,0.024580181,0.002458018,unweighted,No,control_pearson_idirect
554,0.7,0.156744186,0.01852262,0.001852262,unweighted,No,control_pearson_idirect
555,0.75,0.11752907,0.018451399,0.00184514,unweighted,No,control_pearson_idirect
556,0.8,0.081453488,0.018496334,0.001849633,unweighted,No,control_pearson_idirect
557,0.85,0.05119186,0.01485664,0.001485664,unweighted,No,control_pearson_idirect
558,0.9,0.024505814,0.010949301,0.00109493,unweighted,No,control_pearson_idirect
559,0.95,0.006133721,0.005768187,0.000576819,unweighted,No,control_pearson_idirect
560,1,0,0,0,unweighted,No,control_pearson_idirect
561,0.05,0.608292079,0.00873451,0.000873451,weighted,Yes,control_pearson
562,0.1,0.561856436,0.013906741,0.001390674,weighted,Yes,control_pearson
563,0.15,0.519950495,0.013965913,0.001396591,weighted,Yes,control_pearson
564,0.2,0.476608911,0.018474128,0.001847413,weighted,Yes,control_pearson
565,0.25,0.437227723,0.021352442,0.002135244,weighted,Yes,control_pearson
566,0.3,0.399628713,0.019643124,0.001964312,weighted,Yes,control_pearson
567,0.35,0.361980198,0.018379232,0.001837923,weighted,Yes,control_pearson
568,0.4,0.31789604,0.019500451,0.001950045,weighted,Yes,control_pearson
569,0.45,0.276806931,0.020896989,0.002089699,weighted,Yes,control_pearson
570,0.5,0.242153465,0.019642116,0.001964212,weighted,Yes,control_pearson
571,0.55,0.202846535,0.023538526,0.002353853,weighted,Yes,control_pearson
572,0.6,0.172623762,0.018340467,0.001834047,weighted,Yes,control_pearson
573,0.65,0.139430693,0.019739547,0.001973955,weighted,Yes,control_pearson
574,0.7,0.110742574,0.016630981,0.001663098,weighted,Yes,control_pearson
575,0.75,0.088910891,0.016590221,0.001659022,weighted,Yes,control_pearson
576,0.8,0.058985149,0.013775105,0.00137751,weighted,Yes,control_pearson
577,0.85,0.036435644,0.012008642,0.001200864,weighted,Yes,control_pearson
578,0.9,0.019158416,0.007996531,0.000799653,weighted,Yes,control_pearson
579,0.95,0.005420792,0.005008845,0.000500884,weighted,Yes,control_pearson
580,1,0,0,0,weighted,Yes,control_pearson
581,0.05,0.605346535,0.009598334,0.000959833,unweighted,Yes,control_pearson
582,0.1,0.561658416,0.015424229,0.001542423,unweighted,Yes,control_pearson
583,0.15,0.516707921,0.015027028,0.001502703,unweighted,Yes,control_pearson
584,0.2,0.476534653,0.02009509,0.002009509,unweighted,Yes,control_pearson
585,0.25,0.433688119,0.018557421,0.001855742,unweighted,Yes,control_pearson
586,0.3,0.396386139,0.018877235,0.001887723,unweighted,Yes,control_pearson
587,0.35,0.360123762,0.02166599,0.002166599,unweighted,Yes,control_pearson
588,0.4,0.315445545,0.018982832,0.001898283,unweighted,Yes,control_pearson
589,0.45,0.281410891,0.024164675,0.002416468,unweighted,Yes,control_pearson
590,0.5,0.249009901,0.02250525,0.002250525,unweighted,Yes,control_pearson
591,0.55,0.210346535,0.018873825,0.001887382,unweighted,Yes,control_pearson
592,0.6,0.17519802,0.018340332,0.001834033,unweighted,Yes,control_pearson
593,0.65,0.142128713,0.019267142,0.001926714,unweighted,Yes,control_pearson
594,0.7,0.111559406,0.016681643,0.001668164,unweighted,Yes,control_pearson
595,0.75,0.084826733,0.016110174,0.001611017,unweighted,Yes,control_pearson
596,0.8,0.057846535,0.013455102,0.00134551,unweighted,Yes,control_pearson
597,0.85,0.037846535,0.011138169,0.001113817,unweighted,Yes,control_pearson
598,0.9,0.019257426,0.008455165,0.000845517,unweighted,Yes,control_pearson
599,0.95,0.004257426,0.004352866,0.000435287,unweighted,Yes,control_pearson
600,1,0,0,0,unweighted,Yes,control_pearson
601,0.05,0.606212871,0.009493144,0.000949314,weighted,No,control_pearson
602,0.1,0.566089109,0.01166047,0.001166047,weighted,No,control_pearson
603,0.15,0.51950495,0.016019355,0.001601935,weighted,No,control_pearson
604,0.2,0.478811881,0.018288767,0.001828877,weighted,No,control_pearson
605,0.25,0.432178218,0.017990858,0.001799086,weighted,No,control_pearson
606,0.3,0.397153465,0.020421644,0.002042164,weighted,No,control_pearson
607,0.35,0.35730198,0.019636822,0.001963682,weighted,No,control_pearson
608,0.4,0.31700495,0.019970824,0.001997082,weighted,No,control_pearson
609,0.45,0.279009901,0.020353968,0.002035397,weighted,No,control_pearson
610,0.5,0.24269802,0.023425198,0.00234252,weighted,No,control_pearson
611,0.55,0.205940594,0.02256841,0.002256841,weighted,No,control_pearson
612,0.6,0.174876238,0.021045486,0.002104549,weighted,No,control_pearson
613,0.65,0.143267327,0.020614398,0.00206144,weighted,No,control_pearson
614,0.7,0.109925743,0.018145319,0.001814532,weighted,No,control_pearson
615,0.75,0.083564356,0.01624508,0.001624508,weighted,No,control_pearson
616,0.8,0.056361386,0.013966068,0.001396607,weighted,No,control_pearson
617,0.85,0.036460396,0.01116902,0.001116902,weighted,No,control_pearson
618,0.9,0.01779703,0.008974387,0.000897439,weighted,No,control_pearson
619,0.95,0.005346535,0.004794523,0.000479452,weighted,No,control_pearson
620,1,0,0,0,weighted,No,control_pearson
621,0.05,0.606559406,0.008283576,0.000828358,unweighted,No,control_pearson
622,0.1,0.562574257,0.013281149,0.001328115,unweighted,No,control_pearson
623,0.15,0.518539604,0.015977635,0.001597763,unweighted,No,control_pearson
624,0.2,0.475643564,0.019700837,0.001970084,unweighted,No,control_pearson
625,0.25,0.437227723,0.017961664,0.001796166,unweighted,No,control_pearson
626,0.3,0.395321782,0.0184101,0.00184101,unweighted,No,control_pearson
627,0.35,0.356831683,0.02182033,0.002182033,unweighted,No,control_pearson
628,0.4,0.317549505,0.020515133,0.002051513,unweighted,No,control_pearson
629,0.45,0.278168317,0.020498489,0.002049849,unweighted,No,control_pearson
630,0.5,0.241336634,0.02095745,0.002095745,unweighted,No,control_pearson
631,0.55,0.208118812,0.023312129,0.002331213,unweighted,No,control_pearson
632,0.6,0.175594059,0.020869621,0.002086962,unweighted,No,control_pearson
633,0.65,0.144158416,0.020093982,0.002009398,unweighted,No,control_pearson
634,0.7,0.112623762,0.017596095,0.001759609,unweighted,No,control_pearson
635,0.75,0.083910891,0.016131845,0.001613184,unweighted,No,control_pearson
636,0.8,0.060816832,0.012066096,0.00120661,unweighted,No,control_pearson
637,0.85,0.03740099,0.012532245,0.001253225,unweighted,No,control_pearson
638,0.9,0.017574257,0.0084179,0.00084179,unweighted,No,control_pearson
639,0.95,0.00509901,0.004743915,0.000474391,unweighted,No,control_pearson
640,1,0,0,0,unweighted,No,control_pearson
,Proportion.removed,remain.mean,remain.sd,remain.se,weighted,consider_cascade,network
1,0.05,0.934906367,0.009444733,0.000944473,weighted,Yes,control_spearman_ndgs
2,0.1,0.861310861,0.012398467,0.001239847,weighted,Yes,control_spearman_ndgs
3,0.15,0.798988764,0.018037132,0.001803713,weighted,Yes,control_spearman_ndgs
4,0.2,0.734831461,0.019552042,0.001955204,weighted,Yes,control_spearman_ndgs
5,0.25,0.668951311,0.016406802,0.00164068,weighted,Yes,control_spearman_ndgs
6,0.3,0.60247191,0.020500273,0.002050027,weighted,Yes,control_spearman_ndgs
7,0.35,0.54988764,0.02338272,0.002338272,weighted,Yes,control_spearman_ndgs
8,0.4,0.486853933,0.022732041,0.002273204,weighted,Yes,control_spearman_ndgs
9,0.45,0.426029963,0.025797039,0.002579704,weighted,Yes,control_spearman_ndgs
10,0.5,0.373071161,0.022382798,0.00223828,weighted,Yes,control_spearman_ndgs
11,0.55,0.314606742,0.023567536,0.002356754,weighted,Yes,control_spearman_ndgs
12,0.6,0.262359551,0.024788676,0.002478868,weighted,Yes,control_spearman_ndgs
13,0.65,0.213071161,0.023355526,0.002335553,weighted,Yes,control_spearman_ndgs
14,0.7,0.169325843,0.022817895,0.00228179,weighted,Yes,control_spearman_ndgs
15,0.75,0.12670412,0.021207141,0.002120714,weighted,Yes,control_spearman_ndgs
16,0.8,0.088277154,0.017665669,0.001766567,weighted,Yes,control_spearman_ndgs
17,0.85,0.055617978,0.014650135,0.001465013,weighted,Yes,control_spearman_ndgs
18,0.9,0.025842697,0.011620307,0.001162031,weighted,Yes,control_spearman_ndgs
19,0.95,0.006329588,0.006178199,0.00061782,weighted,Yes,control_spearman_ndgs
20,1,0,0,0,weighted,Yes,control_spearman_ndgs
21,0.05,0.934007491,0.009955971,0.000995597,unweighted,Yes,control_spearman_ndgs
22,0.1,0.861910112,0.014010209,0.001401021,unweighted,Yes,control_spearman_ndgs
23,0.15,0.7982397,0.016990247,0.001699025,unweighted,Yes,control_spearman_ndgs
24,0.2,0.735917603,0.018490511,0.001849051,unweighted,Yes,control_spearman_ndgs
25,0.25,0.668014981,0.017237509,0.001723751,unweighted,Yes,control_spearman_ndgs
26,0.3,0.606516854,0.022044254,0.002204425,unweighted,Yes,control_spearman_ndgs
27,0.35,0.548576779,0.018087338,0.001808734,unweighted,Yes,control_spearman_ndgs
28,0.4,0.482059925,0.021860139,0.002186014,unweighted,Yes,control_spearman_ndgs
29,0.45,0.431235955,0.021286933,0.002128693,unweighted,Yes,control_spearman_ndgs
30,0.5,0.376142322,0.022661873,0.002266187,unweighted,Yes,control_spearman_ndgs
31,0.55,0.322921348,0.020778719,0.002077872,unweighted,Yes,control_spearman_ndgs
32,0.6,0.265692884,0.022839774,0.002283977,unweighted,Yes,control_spearman_ndgs
33,0.65,0.218838951,0.023315209,0.002331521,unweighted,Yes,control_spearman_ndgs
34,0.7,0.173071161,0.021441297,0.00214413,unweighted,Yes,control_spearman_ndgs
35,0.75,0.128426966,0.021743155,0.002174316,unweighted,Yes,control_spearman_ndgs
36,0.8,0.087602996,0.017461079,0.001746108,unweighted,Yes,control_spearman_ndgs
37,0.85,0.056779026,0.016073738,0.001607374,unweighted,Yes,control_spearman_ndgs
38,0.9,0.026329588,0.011484841,0.001148484,unweighted,Yes,control_spearman_ndgs
39,0.95,0.007041199,0.006214443,0.000621444,unweighted,Yes,control_spearman_ndgs
40,1,0,0,0,unweighted,Yes,control_spearman_ndgs
41,0.05,0.933183521,0.009428818,0.000942882,weighted,No,control_spearman_ndgs
42,0.1,0.862996255,0.014025624,0.001402562,weighted,No,control_spearman_ndgs
43,0.15,0.795580524,0.016104209,0.001610421,weighted,No,control_spearman_ndgs
44,0.2,0.73494382,0.01793314,0.001793314,weighted,No,control_spearman_ndgs
45,0.25,0.66928839,0.020668778,0.002066878,weighted,No,control_spearman_ndgs
46,0.3,0.603370787,0.021672694,0.002167269,weighted,No,control_spearman_ndgs
47,0.35,0.547041199,0.026337581,0.002633758,weighted,No,control_spearman_ndgs
48,0.4,0.485243446,0.02699906,0.002699906,weighted,No,control_spearman_ndgs
49,0.45,0.428951311,0.022955089,0.002295509,weighted,No,control_spearman_ndgs
50,0.5,0.373595506,0.02009085,0.002009085,weighted,No,control_spearman_ndgs
51,0.55,0.314831461,0.022671655,0.002267166,weighted,No,control_spearman_ndgs
52,0.6,0.267640449,0.027632411,0.002763241,weighted,No,control_spearman_ndgs
53,0.65,0.211910112,0.022302162,0.002230216,weighted,No,control_spearman_ndgs
54,0.7,0.172247191,0.019879004,0.0019879,weighted,No,control_spearman_ndgs
55,0.75,0.12988764,0.020402308,0.002040231,weighted,No,control_spearman_ndgs
56,0.8,0.087265918,0.018344376,0.001834438,weighted,No,control_spearman_ndgs
57,0.85,0.05494382,0.014094906,0.001409491,weighted,No,control_spearman_ndgs
58,0.9,0.029588015,0.01281483,0.001281483,weighted,No,control_spearman_ndgs
59,0.95,0.006367041,0.006573869,0.000657387,weighted,No,control_spearman_ndgs
60,1,0,0,0,weighted,No,control_spearman_ndgs
61,0.05,0.933782772,0.008953385,0.000895339,unweighted,No,control_spearman_ndgs
62,0.1,0.862397004,0.01492081,0.001492081,unweighted,No,control_spearman_ndgs
63,0.15,0.797191011,0.017293764,0.001729376,unweighted,No,control_spearman_ndgs
